"comment","author","date","num_likes"
"비난의 댓글들도 있지만<br>전 왜이렇게 눈물이 날까요..","Ae Lee","2022-10-16T09:52:31Z","1"
"ㅁㆍㅊᆢㅈᆢ그ㅡㅅᆢ ㄷᆢㄹㆍㄷᆢㄹᆢ있네여ᆢ","허경순","2022-10-20T20:52:19Z","0"
"저 여자애 골 비었다~!!<br>자업자득!!","은희 김","2022-10-16T05:15:37Z","1"
"걍 미친거 가터..ㅋㅋㅋㅋ이걸보고잇는 내가 한심!!","angel J","2022-10-16T01:18:50Z","3"
"저런 남자 나중에 아이 없는 척 하고 아무것도 모르는 여자 또 만나서 사기결혼 하겠지.. 벌써부터 그 여자가 불쌍하다","MI mi","2022-10-16T00:47:44Z","1"
"근데, ㅅㅅ를 안하면 연애가 안되나요?","김도현","2022-10-15T20:28:59Z","5"
"방송에서는 여성분 입장에서  피해를 본것처럼 하지만  일단 이 남자를 계속 만나게 된 이유는 여성분 어릴적 환경의 문제가 컸던건데<br>어찌보면 이 남자는  혈기왕성할때 여러여자친구를 만나고 싶었을뿐이였습니다.<br>근데  한번 데였으면 여자분이  주변 어른이나 상담해줄분들을 찾아가서 대처 방법을 찾았어야 했어요.<br>남자가 일방적으로 성폭행을해서 임신을 한게 아니였거든요.<br>여자들도 이제 피해자 코스프레는 그만해야 합니다.철없는 남자를 대처하는 방법을 몰랐고 오로지 자신의 입장과 감정에만 치우쳤었기 때문입니다","로렌","2022-10-15T14:03:00Z","2"
"너무 맘이아프다   그래도 <br>외로운맘을 달래준  딸이있어서 다행이내요<br>존경스럽다 ~~외롭다고 남자나 친구사귀면<br>나중에 상처가 되니 딸이랑행복한 가정 지켰음 바램이내요 ~~꽃길만 걸었음 좋겠내요","진영 김","2022-10-15T14:01:06Z","8"
"예빈이 친부 저인간이랑 시댁가족들은 꼭 천벌 받길 본인들이 했던 짓 그대로 꼭 돌려받길","재리","2022-10-15T12:27:56Z","1"
"두번째 둘다 문제같에  ㅡㅡ;;","당근냠냠별토끼","2022-10-15T11:43:41Z","1"
"이미 벌어진일 어쩌겠어요.<br>잘 키우시다 보면 좋은일 있을겁니다.","목련","2022-10-15T11:30:17Z","1"
"애들이 엄마를 쉽게 생각하기도 하기땜에 엄격한 아버지가 꼭 있었으면 얼마나 다행일까..가엾은 아이들...정신 바싹 차리고 방어하는 기술을 배워야한다..뿌리칠수있는 힘...부랄을 차는 기술...익혀라","Young Chai","2022-10-15T09:47:43Z","0"
"에휴 ..가연아  왜 그럽니까","정발산 • 20년전","2022-10-15T09:36:36Z","0"
"진용진 없는영화 일진녀 채린 과거편 생각나네요....","⸜(♡'ᗜ'♡)⸝","2022-10-15T09:14:54Z","0"
"피임을 해라~~참 대책없네!어린나이에 애낳아키우는게 쉬운줄 아나보네!","리원 권","2022-10-15T00:01:04Z","2"
"무개념 미성년자 임신 미화 방송 대단하다<br>남자 쓰래기인거는 너무 당연한거고<br>여학생은 또 임신을 해? <br>니가 낳기로 했으면 니가 온전히 책임져라<br> 공부는 나중 미루고 니가 생활전선에 뛰어들어 니가 벌어 니가 키워.<br>니가 학생이라 공부해야된다는 이유로, 돈 못번다는 이유로, 부모한테 양육 맡길 생각 하지 말고. 니 부모님은  무슨 고생이냐<br>그딴 생각은 없겠지?<br>낳으면 누군가는 최소한 부모님은 도와주겠지 있단생각만 있겠지<br>그러니 안도와주면 안도와주는 사람 원망하고 하겠지 지가 사고 처놓고.","봄안개","2022-10-14T23:01:37Z","2"
"@김가 바람기 있고 능력부족한 남자에 자기엄마 앞에서 말바꾸는 그 남자 말 하나믿고 애를 낳았다고 말하는건가요?","봄안개","2022-10-15T03:34:31Z","0"
"@UChNM9zOuKel4Q2HUWLAX2nQ 본인 인생 버리고 양육하고 있다면 존중해요  근데 너무 당연한걸 하는거에요 대책없이 임신해놓고 모든이들이 반대 불구하고 본인 고집으로 아기 낳았으면 더더욱 책임지는게 맞는거죠 부모로써도. 본인이 한 일에 책임을 지는것도요. 당연한것을 안하는 사람들이 많기 때문에 빛나보이는것 뿐이겠지만 당연한거에요 <br>주변 원망 없다면, 서운하다고 어떻게 저럴수 있냐고 하는 그런맘도 없어야하는거죠<br>방송에서 본인얘기 구구절절 해선 안되는게 맞지 않나요<br>방송 나와서 본인을 제외한 본인 아버지 포함해서 주변사람들 다 욕먹게 만들었잖아요 <br>욕먹어도 싼사람들이지만 <br>그 인성 안좋은 사람들 반대에도 얘를 낳은건 본인이고 <br>애초에 피임 안하고 성관계 한사람도 본인 입니다 <br>대책없이 해선 안되는 큰 사고 처놓고 <br>그 책임지는건 너무 당연한거지 대단한걸 하는게  아니에요","봄안개","2022-10-15T01:58:40Z","1"
"이거 주작임","번적","2022-10-14T18:27:01Z","0"
"가연님의 기억으로 연기 한거래잖아","박재후","2022-10-14T19:12:03Z","0"
"저것들이 사실이라면 내 친히 육체와 영혼을 분리하리라","Gangmn Lee","2022-10-14T18:14:03Z","0"
"진짜 남자 엄마 화난다...입장 바꿔 생각해봐 입신했는대 애기 지우라고 미치×× 소중한 생명 이라고 살인자 같은이라고...아이 낳으신거 진짜 질하신거에요...생각할수록 열받네...","터키새댁","2022-10-14T15:55:10Z","0"
"자업자득<br>주변의  충고도 생각하고 자기 인생도  아이  인생은  더욱더  생각했어야지 <br>이런저런  이유가  있겠지만  자기 인생의  책임자는  자기 자신  밖에 없다는 걸  생각했어야지 <br>그리고 자신의  생활 환경을 되돌아 봤을 때  <br>어머니도 아버지도  자신에  대한 양육을  포기해서  자신이  얼마나  힘들고  외로운지  <br>아아를 책임지고 키운다는 것이  얼마나  중요한 지  누구보다  처절히  경험했을 텐데  <br>이런 저런  조건을   잘  생각을  했어야지","eunkyung kim","2022-10-14T14:39:46Z","3"
"왜 피임을 못하는건지 안하는건지","박지인","2022-10-14T11:02:39Z","1"
"피임은 절대 못하는게 아니라 안하는거에요<br><br><br><br><br>(2022.12.7 오후 5시 작성)","S.K.A.T 특킬대","2022-12-07T08:00:25Z","1"
"지금은 손절하고 안보고 살지만 친아빠 친엄마 보는 것 같다 .. 비정상적이고 싸이코패스 성향 당하고 있을 때는 몰랐는데 벗어나고 나니까 내가 보이더라 나는 누구인지 나는 어디에 있어야할 사람인지 무슨 이유로 이 세상에 존재 하는 건지... 어리고 미성숙해서 손절을 못하고 다 커서 손절을 했지만 사랑을 받아본 적이 없어서 사랑이 뭔지도 모르고 부모가 있어도 고아로 살 수 밖에 없는 나를 사랑해줄 사람이 있을까... 모든 불행을 나 혼자 끌어안고 죽을때까지 혼자 살거다","현지","2022-10-14T09:46:46Z","2"
"나쁜남자 만나면 미혼모 됩니다.","정재동","2022-10-14T08:55:20Z","4"
"나쁜남자인거 알면서도 따라다니는 여자도 문제입니다","헤헤헤","2022-10-14T11:30:59Z","2"
"요즈음  학교에서  성교육을  시키는데,  왜?  왜? 남자들을  사궈냐~~~  다  본인 잘못이  크다","박오숙","2022-10-14T07:52:57Z","2"
"ㅜㅜ한번은 실수지만 두번째는.....<br>심지어 두번째 낳은 아이는 언어발달 느리고 ㅜㅜㅜ 엄마는 무기력증 ..<br>보는내내 속상하네요 ㅜㅜㅜㅜㅜㅜㅜ","light sun","2022-10-14T07:11:08Z","6"
"ㄹ","이지현","2022-10-14T06:58:35Z","1"
"이 아기 는요 제가요 낳았습니다 제가요 알아서요 잘 키울게요 고맙습니다","정성혜","2022-10-14T06:51:14Z","0"
"야","정성혜","2022-10-14T06:50:42Z","0"
"저 시어머니 미친거 아니냐? ㅋㅋㅋㅋㅋ 지 아들은 뭘 잘했다고","쏭영","2022-10-14T05:34:13Z","1"
"시월드 시월드 지겹다 아들가진 부모는 결혼을 시키지 말고 평생 부모만 모시고 살아가야돼","영희","2022-10-14T05:30:43Z","2"
"남자도 문제인데 같은일을반복하는거보면 여자도 ..속이터짐..남자가돌아오나..애를 낳아본들..답답하다요","쭌이네 일상","2022-10-14T04:26:35Z","4"
"애를 낳기만 하면 모든게 잘되고 행복할거라는 건 착각이다<br>준비가 안된 두남녀가 애낳아서 키우면 그아이는 행복할까?애 키우면 힘든일이 얼마나 많은데..애도 그런부모밑에서 크면 얼마나 고통이것냐","김덕준","2022-10-14T03:34:35Z","7"
"역겨운 놈 평생 마마보이로 살아라 딴 여자 만나서 인생 망치게 하지 말고","하늘","2022-10-14T03:05:27Z","0"
"저거 20세기임?","리플","2022-10-14T02:47:00Z","0"
"@헤헤헤 같은 공간에 존재해도 살아가는 시간대는 다른듯","리플","2022-10-15T03:11:08Z","0"
"20세기 끝물에 태어난 사람들","헤헤헤","2022-10-14T11:32:27Z","0"
"자기인생을 선택한거니 책임감 가지고 열심히 사세요 ㅜㅜ","미돌이","2022-10-14T02:46:16Z","6"
"저건 여자도 문제 있는거다","무노누무","2022-10-14T02:03:10Z","4"
"남자애 엄마좀 봐봐.<br>문제아위에  문제부모라니까 .<br>자기 아들에게는 전혀 질책안하잖아.<br>재는 타여자들에게도 계속 저럴걸..","☘제시카 윤☘","2022-10-14T00:21:05Z","0"
"이프로 부탁합니다ㅡ<br>웃지마시고 반했다는 언어.감동.사랑.이런말쓰지않기를  ..<br>재들 문제아이고 이런 문제아가 나오지않도록 취지가 그래야되는거 아닌가요?","☘제시카 윤☘","2022-10-14T00:06:44Z","4"
"반하기는 무슨..😡<br>미선씨..이게 반한거에요?<br>재들 이성에대해 어떤생각을  가진지아시면서...","☘제시카 윤☘","2022-10-14T00:05:14Z","1"
"안녕하세요<br>🫒🫒💐🌱💕🌱","추대성tv 여장가수.추미래(베짱이엔터.출연)","2022-10-13T22:41:04Z","0"
"시아줌마가  ㅆㄹㄱ네요. 그러니 아들도 저모냥 왕쓰레기지","장제인","2022-10-13T22:08:52Z","0"
"mc 다 너무 베스트다.. 특히 박미선 최고다 정말.. 나오는 엄빠들을 다 자기 자식처럼 봐주고 공감해주네 ㅜㅜ","흠니냐뇨","2022-10-13T22:01:55Z","39"
"엠씨들 다 그런게<br><br><br><br><br>다른 편에서 여자애가 남자애 죽이려고 칼 들었던거를 여자애 편만 들었죠<br>그래서 쌍욕 쳐먹어도 되는 사람들이에요<br>(2022.12.7 오후 5시 5분 작성)","S.K.A.T 특킬대","2022-12-07T08:05:17Z","0"
"왜 피임을 안하는거지???학교에서 다 알려 줄건데 ㅜㅜ","J","2022-10-13T22:00:05Z","1"
"그 엄마에 그아들들 보기 역겹네요","Sue","2022-10-13T21:54:49Z","1"
"임신초때는 그냥 세포야...저런 쓰레기굴 들어가지말고 세포뗀다 생각하고 포기하는것도 답이고 그전에..저런 쓰레기를 만나지말자ㅠㅠ굳이 저런 쓰레기 만나야겠다면 피임이라도 잘해라 내몸내가지키자.. 애혼자 만드나 저런 개쓰레기ㅠㅠ 이런거 볼때마다 돌겠다 내동생이었음 쓰레기 죽이고 지옥갈텐데","이아","2022-10-13T20:37:12Z","11"
"저도 정상적인 양육을 못 받았어요<br>그렇지만 사고는 안쳤지만<br>파란만장한 인생이였죠","신정혜","2022-10-13T18:10:29Z","1"
"참좋은방송이다.자라나는.아이들이<br>뭘배우라고.이런방송을.하는지.참,","가시장미","2022-10-13T13:55:06Z","0"
"어우이런거보면 혈압오름 지팔지꼰","마시멜로우","2022-10-13T12:59:50Z","0"
"10대에  사랑과 전쟁분위기네요ㅠㅜ","mi J","2022-10-13T12:35:22Z","2"
"이 프로그램 정말 안했으면 좋겠다...","박지호","2022-10-13T11:44:34Z","3"
"다들 자기 입장에서 얘기하시는데, 저런 경우에 여자애가 어릴 때부터 사랑받지 못하고 자라서 자존감이 완전 바닥이라 그런 경우가 많아요 ㅠㅠ 그래서 아니란 걸 알면서도 애정을 갈구하고 상대방에게 의존할 수 밖에 없는…. <br>이래서 가정교육이 중요합니다 ㅠㅠ","Ruda1217","2022-10-13T11:42:17Z","132"
"여자네 집에 제대로 보호해줄 어른도 없고 가정은 해체되고 혈연관계는 좁고 마음 터놓을 곳도 없이 폐쇄적인 가정에서 살다 나한테 좀 잘해주는 사람있으니 다 허락한거죠.<br>정식적으로 미숙하고 세상경험도 없고 질낮은 남자한테 애때문에 매달리고.<br>부디 나중에 새로운 사람을 만나도 정신적으로 성숙해졌을 때 만났으면 하네요.<br>형편없는 남자한테 계속 끌리는 건 내가 그거밖에 안돼서에요. 핑계댈것도없어요. <br>또 누가 마음 한 번 툭 건드린다고 잔정에 휘둘리고 넘어가지 말고요. 이거 못깨닳으면 평생 똑같은 짓 반복하면서 아빠 다른애, 책임도 못지는애 계속 만들기만 할거예요","김복자","2022-11-05T17:52:03Z","0"
"그런사람이 첫째아이 왜 못지켜줬냐<br>낙태시켜놓고 둘째를 키워?","행복하세요?!","2022-11-01T04:59:39Z","0"
"저기서 아버지..... 가 아니라 아저씨라고부르고 싶다... 모르는 아저씨","리플","2022-10-22T15:57:17Z","0"
"동감합니다 ㅜㅜ","nsj","2022-10-15T07:02:25Z","4"
"저런인간들은 벌받아야되","c(^^)really","2022-10-13T10:25:57Z","3"
"집안환경. 중요하지. <br> 이젠. 남자 만나지 말고   피임좀 해라. 몸섞는게 좋니   뭐하러 자꾸 몸섞으려고 하니. 생각없이 고딩 인데.   미성년인데 ㅠ 힌심함.  또 임신. 저런습관알면서 같이산 여학생 문제임","김지은","2022-10-13T10:10:04Z","2"
"사랑받지 못한 사람들은 사랑주는 사람을 못만난다는게 너무 안타깝습니다.","김찡찡 육아기록","2022-10-13T09:57:57Z","95"
"ㅠㅠ","Ae Lee","2022-10-16T09:49:18Z","0"
"생명에 대한 생각들이 없네. 같이 힘들지 않았으니 억울할수있지만 결국 같이 살인한거지..첫번째는 정말 모르고 그랬을수있지만 두번째 임신은 정말 아니지않나요. 생명에대한 조금이나마 죄책감과 책임감이 있었으면 못저런다 진짜","박소영","2022-10-13T09:29:14Z","3"
"이 프로 누가 만든거지 ㅋㅋ 에휴","뉴뉴","2022-10-13T08:49:43Z","3"
"보면서 너무 아음이 아팟어요 힘내시고 잘살아가길 바래요 ^^~~","두리 하우스","2022-10-13T08:34:30Z","4"
"양육비 미지급이니깐 신상공개하면 누군지 찾아봐야겠어요 재혼 못하게요 집 망하라고요 양육비 소송할테니 1년이면 얼굴공개 할거같네요","밸리곰","2022-10-13T08:14:31Z","16"
"꼭 양육비 소송에서 이기시고 남편분 신상공개까지 되길 바래요!  혼자서 키우는 싱글맘 싱글대디도 많아요. 요즘은 이상한거 아니에요. 가족 구성원이 전부 꾸려진 행복한 집이 얼마나 되겠어요.  <br>아이에게 우리는 둘이지만 행복하게 잘 살수 있다고 이야기 많이 해주세요. 다른 사람들이 기준이 아닌 내가 내 기준대로 내 가족만 보면서 사세요..<br>아이크면 다시 공부도 하고싶은것도 연애도 일도 열심히 하면서 사는 멋진 엄마가 되기를 바래요..","고코이","2022-10-13T07:26:03Z","69"
"요즘엔 평범한 게 제일 어렵다 다들 작은 일이라도 가족이나 무슨 일 한 번은 있거나 그러던데","박수빈","2022-10-13T10:51:21Z","0"
"여기 나오는 남자들은 다 분노조절장애임?","헤헤헤","2022-10-13T06:52:02Z","0"
"가연씨 들으세요 중학생이 밤늦게까지 노래방에서 놀고 그건 아니죠 외롭다고 다그렇게 지내는거 아니에요 본인이 후회해봤자 지금은 늦죠 지금은 아이를 위해 최선을 다해서 사세요 아직 어린 나이니 살면서 하나씩 깨닫게 될꺼에요 삶에는 공짜가 없다는걸요 지금 최선을 다해살면 나중엔 좋은일있을꺼에요","키티","2022-10-13T05:54:26Z","13"
"이거 이런광고에 미친포로네","배연숙","2022-10-13T05:41:40Z","0"
"고딩부부라는  사실이 안받아들여지네요 아직 이르고 대책없는 임신은 부모님삶까지 초토화시킬건 불보듯뻔합니다 너무  이들위주로 방송안했으면 합니다 대개 공딩을둔 부모들은 이런일이없기를 간절히 빌고살겁니다","배연숙","2022-10-13T05:38:26Z","1"
"이 남자 집 찾아서 모두 얼굴 공개하도록 합시다 유투브 보는분들~~인간이 아닌 쓰레기들은~~그 아들은 거세합시다","양승국","2022-10-13T05:20:22Z","0"
"피임을 해야지","써니","2022-10-13T04:18:00Z","1"
"엄마가저러니 아들들이 집안이참.여자애도 답답 뭐하는건지 ㅠ","림림","2022-10-13T02:55:17Z","1"
"아빠가 빌런이네 세상에 남도 저러지는 않겠다 에휴 미성년자인데 보호해줘야지 어찌저리 매몰찰까","호텔문 드라이브인","2022-10-13T02:39:52Z","8"
"남자에 태도도 물론 심히 문제가 있지만..<br>냉정하게 봤을때 여자쪽도 문제가 없는건 아니죠..첫번째는 진짜 실수로 임신 되었어도..2번째는 이해가 안가네요..<br>철저히 그렇게 안되게 노력해야되는거 아닌가요. 애를 지우면서 남자 확실히 정리하는게 맞는건데..도데체 이해가 안되는 상황이네요. 물론 여자쪽이 힘들꺼같아요. 하지만 2번째는...실수라고, 동정을바라면 안될것같아요.","황혜영","2022-10-13T02:31:06Z","6"
"부모님 이혼이나 등 때문에 관심 필요하고 자존감 낮은 등에 이유 때문 아닌가","박수빈","2022-10-13T10:54:34Z","2"
"예빈 엄마 많은 악풀에 상처 받지마시길 바랍니다. 당신은 훌륭한 엄마에요! 가까이서 살면 찾어가서 꼭 안아주고 싶어요! 본방 보는 내내 안타깝고 가슴 아팠어요. 언제나 힘내세요.따님과 늘 건강하시고 행복하시길 간절히 기도 합니다!🙏🙏🙏💜","KC Kim","2022-10-13T00:47:20Z","56"
"남자집도 전부 패죽이고 싶지만 여자도 바보다 ㅉㅉ 진작에 병원가서 현실적으로 애지우고 서로각자 갈길 가야지 그러면서 더욱더 열심히 살면되지 무슨 저능아 아님??저러면 태어나는 애한테 더욱더 못할짓이다 진짜 똑같이 이어가는거다 애는 사랑받을 권리가 있고 따뜻하게 자라나야된다","바다사나이","2022-10-13T00:20:27Z","7"
"남친엄마부터 쓰레기니까 아들둘도 전부쓰레기네","럭키맘","2022-10-12T23:16:42Z","0"
"진짜 최악이다..","Hyemi Kim","2022-10-12T22:48:46Z","0"
"누구를 탓하리오  지옥으로 걸어간건 자기본인인데.....","김정숙","2022-10-12T21:52:55Z","5"
"피임 좀 했음 좋겠다..","sssss","2022-10-12T17:24:00Z","1"
"낙태한 여성은 그 사실을 반드시 결혼 상대에게 알리도록 법안을 제정해야 합니다. 순결하지 않은 더러운 여성을 깨끗한 여성으로 속고 사는 일이 없어야 합니다.","KD","2022-10-12T17:10:42Z","4"
"싸튀충 남성은 그 사실을 반드시 결혼 상대에게 알리도록 제정해야 합니다. 순결 하지 않은 더러운 남성을 깨끗한 남성으로 속고 사는 일이 없어야 합니다","린트프","2022-10-14T16:29:55Z","2"
"여자뿐만아니라 저질러놓고 책임도 안 지는 싸튀충 남자들도 반드시 그 이력을 남기게 할 수 있는 법안을 만들어야합니다.","구글사용자","2022-10-14T09:21:08Z","4"
"불가능하겠죠 ㅋㅋㅋㅋ 싹튀충 등등 남자들은 기록남기기가 쉽지 않으니까요^^ㅋㅋㅋㅋ외국 코피노 등등 싹튀충들 다 남겨야 하는데","ᄋᄋ","2022-10-13T05:16:04Z","6"
