comment,author,date,num_likes
10살 키우는데. . . 완전 애기인데. . . 중3도 애기. . . 진석이 행복하길. . . 80프로가 기질이래요. 너무 걱정마시고 진석이 착하게 잘클거예요~ 늘 응원합니다.,한다나,2022-11-24T08:49:29Z,0
캬 진석이 멋있다 해결사네 저집은 앞으로 안싸우고 해결사 진석이가 나서겠네<br>저집은 근데 경제적으로는 괜찮나보네<br>돈이야기안나오는거보면,가렌,2022-11-23T17:23:33Z,0
보통아들이 아니다  영리한 아이다,졸라한가한놈,2022-11-23T16:37:48Z,1
괜히 머리 이상하면 욕먹는게 아닙니다. 쟤네들 머리부터 좀 정상적으로 했으면 합니다,프레임,2022-11-23T04:54:18Z,0
남편분이라 와이프분 너무 이쁩니다~ 사이좋게 지내세요~~~애들도 전부다 이쁘고 싸울일 만들지 말고 좋은말 좋은 행동만 하세요 예쁨니다,브래드와 피터,2022-11-23T02:04:40Z,0
나이에 비해 너무 성숙된거 같은 아이네요~~ 정말 미성숙한 어른보다 나은듯 해요~~ 너무 귀엽네용~~,브래드와 피터,2022-11-23T02:00:29Z,0
우와 애가 어쩜 저러지..진짜 어른보다 낫네요~ 마지막 장면처럼 더이상 싸우지마시구 행복한 가정됬으면 좋겠어요!!,민,2022-11-22T17:11:21Z,0
"<a href=""https://www.youtube.com/watch?v=43clY--V8Sk&amp;t=14m49s"">14:49</a> 애기가 마음고생이 심했나보다 ㅜㅜㅜㅜ 눈빛이 너무 지쳐보이네",꿀미언니,2022-11-21T19:20:17Z,1
여자가 아무래도 화난다고 남자한테 처먹어라고 시작이되면 어느남자가 안 싸우겠나,Young Hee Choi,2022-11-20T14:22:40Z,0
남편이 너무착하다<br>아내가 남편이 직장에서 저렇게 가족을위해고생하는데 잘해야지 아내가너무 막되먹었다 고쳐야살지 저렇게 어떻게살까?,Young Hee Choi,2022-11-20T14:13:11Z,0
진석이가 너무 불쌍해. A kid shouldn’t be raised in this kind of environment,Lola Love,2022-11-20T02:27:36Z,0
놀랬다.. 진석아 왜 이렇게 영리하니,김민수박참외메론게임,2022-11-19T07:16:41Z,0
저집 아들정말 ❤❤❤하늘에서 축복어린아이<br>정말 정말 행복하세요,럭키럭키,2022-11-18T23:35:12Z,0
제발 싸우지 말고 아이들에게 잘해주세요.. 제발,Sunset Cs,2022-11-17T14:38:45Z,0
ㅋㅋㅋㅋ,찬용 박,2022-11-17T14:35:52Z,0
큰애가 눈치마니보내,찬용 박,2022-11-17T14:26:57Z,0
엄마 얼굴도 인성도 참,LIKEWISE,2022-11-17T06:20:37Z,0
진석아 너는 정말 예쁘고 멋진 아이야<br>항상 행복하고 너가 하고 싶은 건 다 하면서 살았으면 좋겠다 항상 응원할게!,청아,2022-11-17T04:03:01Z,1
세상에나~~~~,나야나,2022-11-16T21:27:36Z,0
진석이가  저렇게 마음이쁜데  진석이가더 성장하게<br>부모들이  싸우지않고   말도이쁘게하고 애들앞에서  싸우지않앗으면좋겟내요  애가상처받으니깐 제발좀고쳐주세요^^,별이 김,2022-11-15T16:27:55Z,0
너무 아이가 많아서 또아기 낳는다고 하니 싫다 하지 또 다섯째을 아휴,유은숙,2022-11-14T16:56:23Z,2
친아빠가 바른사람이였나보다,ᄋᄋ,2022-11-14T03:23:42Z,1
진짜 진석이 같은 아들 있으면 나는 소원이 없겠다,저두요,2022-11-13T18:17:18Z,0
진석이가 정말 행복했으면 좋겠어요. <br>진석이 짱!! 진석이 최고!!!!,저두요,2022-11-13T18:13:40Z,0
애가 부모보다 어른이네<br>좋은환경에서 잘자라야 하는데 걱정이네,김채완,2022-11-13T14:50:13Z,0
첫째가 눈치보는 걸 알면 평소에 좀 배려해라<br>애 커서도 눈치보고 할말 못하고 큰다 <br>내가 그런 케이스라 애 보면 마음이 아프네..ㅠㅠ,토란느막,2022-11-13T14:15:20Z,0
인물도 좋고..영리하네.. 제발 건강하게 잘 크길..,그래그랭,2022-11-12T11:46:17Z,18
왕쥬 닮음,김밥,2022-11-12T07:12:18Z,0
첫째 둘째 아빠가 다 다른거예요?? 🤨🤨🤨,쩡글,2022-11-10T20:05:06Z,0
엄마 아빠가 둘 다 좀 철이 없고 서툴고.. 아직 배울 게 많아서 그렇지 아이들 대하는거 보면 참 다정하네. (당연한거지만) 아이들은 뭐 말할 것도 없이 착하니 좀만 노력하고 배려하면 될 것 같음..,Dd,2022-11-10T15:37:32Z,2
와 아이 옹성우처럼 생겨서 인물도 훤한데 똘똘하고 엄마아빠의 갈등에 대해서 원인과 올바른 방향도 잘 얘기하고 .. 어쩜 저런 대견한 아이가 다있대,토끼,2022-11-09T14:26:21Z,3
너무 짠한 첫째네요. 많이많이 안쓰러워요.ㅜㅜ<br>남편 아내분 애들 차별없이 키우시길~,0707 momoj,2022-11-08T15:52:37Z,0
전라도에 사는구나,꾹,2022-11-08T15:01:15Z,0
진석아!<br>너는 앞으로 아주 큰<br>훌륭한 사람이 될거야<br>정말이란다,소풍길,2022-11-08T13:08:42Z,0
하.... 진석이 인생 3회차다.,suni ppang,2022-11-08T02:26:02Z,2
첫째아이가<br>진짜스승님이네..<br>든든하네요👍,인어공주,2022-11-07T03:48:37Z,0
아니 어떻게 저런 부모 밑에서 이런아이가 태어나지 아이 구출해야한다,포티몽키,2022-11-05T16:33:41Z,3
나중 사춘기왔을때 어떻게 변할지 모름 부모는 정신차려야할듯요,MM M,2022-11-05T15:12:45Z,0
울다웃다<br>행복하게사세요.진석이보고싶다.,나나 나,2022-11-05T03:26:21Z,0
아 진석이 너 진짜... 결혼하고 싶어지게만드는 이 비혼파괴주의자!!!,SHYEON J,2022-11-04T15:23:51Z,2
"아빠,엄마 아이가 똑똑하니 상처받지 않게 잘키우시면 큰 복 받으실거예요",알맹이,2022-11-04T14:22:05Z,0
본인들이 선택한 삶의 무게를 첫째한테 짊어지게하는겁니다. 가정학대중에 최고수준의 학대네요. 진심으로 저기 엄마아빠 정신병있어보이는데 병원가세요. 그리고 정상인 첫째 놓으세요 좀; 본인들이 애낳아놓고 왜 돌봄을 받아야할 첫째가 이 가정을 다 책임집니까? 저런애들이 고분고분하고 말잘듣고 나중에 효도할거같죠? 그냥 성인되면 엄마아빠 얼굴 다시는 안본다고 생각하면됩니다^^,모나뇽,2022-11-02T18:26:09Z,1
친아빠보다 더 좋다니까 엄마 웃는거 왜 꼴보기가 싫지? 안좋다고 말할 수가 있나? 집에서 온갖 맏이역할은 다 쥐어줘놓고ㅋㅋ 안좋다하면 어쩔건데 미운털밖에 더 박히냐고 앞으로 확인하려하지마라. 이 상처는 인간적으로는 평생가니까,모나뇽,2022-11-02T18:21:15Z,2
아이고…부모싸우는거보면 정서가 불안해지는데,히리,2022-11-02T18:17:22Z,0
재혼햇음  잘좀살지..닭공장에서 남편이 일하면 닭요리는 절대안해줌되지  반찬많은데 굳이 닭요리를 줘야되나  혼자먹던가,수잔,2022-11-01T17:23:47Z,0
엄마는 데말.염색좀하고 표정부터좀 밝게 있어라,효니,2022-11-01T15:49:08Z,0
머리는 저거 가발인가요?,hey,2022-10-31T14:16:27Z,3
"여자가 어려도 남편에게 너무 무례하고 하대하는거처럼보이네요,,,,,",jiin kim,2022-10-28T12:06:18Z,0
아니...ㅅㅂ 그리잘사는거갇지도않은데 왜이래 싸질러놓지? 뭐..지들알아서 하겠지만,예림이,2022-10-28T01:31:54Z,0
아이가 선생이다 ㅎㅎ ㅎ 짠하네,김미영,2022-10-28T00:07:24Z,0
상담도 받아보구 하세요 남말이라 하기는 쉬운거 맞는데 이렇게 계속 살수는 없는일 애보고라도 좀참아요 애가 무슨죄야 ㅠㅠ<br>이거는 이영상만 보면 전적으로 여자가  욕먹을일  일찍 애나은게 자랑인가   왜 전혀 개선 의지도 없는거 같은데 티비에 나오나 본인들이 고쳐보려고 애써야 상담도 도움될텐데 안타깝네요  저도 어려운 환경에 자랐어요 애들에게   상처는 오래감 평생을 감,김미영,2022-10-27T23:57:35Z,1
어지간하네요.,9타강사,2022-10-26T12:03:01Z,0
음악 뭐 넣으면 안되나요? 의도된 거에요? <br>모두 가족이고 열심히 사는 사람들입니다 <br>존중은 제대로 해주세요,살구,2022-10-25T11:20:21Z,1
아니 근데 이거 진짜 궁금해서 물어보는건데.. 저 여자보고 성욕이 생기긴함?,김지금,2022-10-23T17:07:11Z,8
@헬창람쥐 지금은 늙음? ㅋㅋㅋ 프로그램 이름임 고딩엄빠아님? ㅋㅋ 할매할배엄빠도 아니고 ㅋㅋ,김지금,2022-11-05T07:07:07Z,2
@헬창람쥐 그게 말이됨? ㅋㅋ,김지금,2022-11-01T18:31:06Z,4
젊을때 예뻤나 보죠,헬창람쥐,2022-10-25T14:25:27Z,0
첫째가 대견해보이지만 그래도 사람이라 언젠간 폭발한다 지금 속에 꾹꾹 쌓여가고있을듯 그 전에 환경이 뭔가 변해야할텐데,눈사람,2022-10-22T06:25:16Z,2
진석이 너무 착해ㅠㅠ,뮹뮹,2022-10-21T17:50:30Z,1
와 .....진짜 천사다 ....진석이 지금 모습 그대로 잘 자랄 수 있도록 어머니 아버지 노력해주세요,4so6,2022-10-21T14:53:17Z,4
엄마가 진석이 포기 안하고 낳은건 잘했지만 지금 남편한테 더 잘해야 한다 남자 입장에서 남의 자식 키우는게 쉬운줄 아나 에휴 애 앞에서 싸우지 좀 말고,비와롭,2022-10-21T11:55:40Z,0
부부 자식들도 최곤데?,star 7,2022-10-21T00:48:07Z,0
진석이 좀 씻기지... 애가 꼬질꼬질하네..<br>머리도 떡지고,국어선생님,2022-10-20T12:20:58Z,5
애가 어른을 가르치면 어쩌냐,웅,2022-10-20T09:02:44Z,0
아 불쌍해,웅,2022-10-20T08:57:15Z,0
중딩엄마 미쳤네.. 아직 고학년도 아닌데 이건 아니다 진짜,CHLOE,2022-10-20T01:31:42Z,3
진석이랑 애엄마랑 둘이 사는게 낫겠다,레둥둥이,2022-10-19T14:25:30Z,1
큰아들 진석이 아직 애기인데 애기가 애기를 돌보는데 기특하기도 하지만 안쓰럽다.<br>진석이가 친아빠에 대해 물어보는데 마음이 짠하네요<br>진석이가 참 대견하고 똑똑하네요,안실장부동산생활,2022-10-19T03:02:34Z,1
엄마가애들키워야지 애들은학교가서공부를해야지 학교가서도동생돌보는생각만하세 엄마는성나다하면차몰고바람숴로나가고 방송국에나와서얼굴내미네 애들이크면서같이철드네,양영숙,2022-11-12T12:07:27Z,0
무슨 저런 보물이 있나?^^<br>사랑이네 첫째가~~~<br>잘키우세요,김성희,2022-10-17T20:11:42Z,1
진석아 힘내♡,vivi Love,2022-10-17T04:01:06Z,0
대책없이 주렁주렁 낳는구나,Sj K,2022-10-17T02:21:22Z,4
엄마가 이찬혁닮,임현정,2022-10-16T21:17:20Z,3
얼굴은 이봉원씨 머리는카멜레온ㅜㅜ,마닐라 jun,2022-10-16T17:47:09Z,0
동생그만 이게 웃을일이냐 진석이한테 그만해 ㅜ,Ruby Lee,2022-10-16T15:20:28Z,1
남편 가발쓴줄 ㅎㅎ,reㆍb,2022-10-16T13:37:23Z,1
요즘 애들이 성숙하기는 하지만<br>진석이가 철이 빠르게들고 아이답지 않은 성숙함은 사실<br>환경에서 나오는 결과물..<br>안타깝다.,reㆍb,2022-10-16T13:24:53Z,1
눈썹 진짜 그려주고싶노,도시락판매왕,2022-10-15T22:04:00Z,1
부모님<br>멀리보세요 행복한 집의 10살아이는<br>어떤사랑을 받으면서 크는지 한번 봐보세요<br>그동네 그주위만 보니 모르는거예요,고다리,2022-10-15T04:53:51Z,0
그러게 어린나이에 왜 생각없이 피임을 안해서는 에휴 묻기까지 얼마나 고민하고 힘들고 속상했을까..그마음을 감히 헤아릴수가없네 어린나이에 얼마나 상처받았을지ㅜ 진석이도 어리고 사랑받고싶고할 나인데 관심좀 많이가져주지 무책임하게 낳아놓고 애가 이리많은데 그냥 나가버렸네 엄마할일은 엄마가해야지.. 애가 왜 애를돌봐 아이가 더 성숙하네,이불밖은위험해,2022-10-13T20:47:35Z,0
아이들 좀 보호해주세요 제발,Youwe Cho,2022-10-13T17:59:14Z,2
"15시간을 일한다음, 닭 16만마리 포장하고 온 사람 닭 안먹었다고 패버린다음 다음날 육아 떠맡았는데 그걸보고 하는말이 &quot;지금 약간 쌤통이에요&quot; 라고?<br>진짜 너무한거 아니에요? 사람을 뭘로 보는거야?",n' jerky,2022-10-13T11:56:22Z,0
엄 마아빠눈치를 안볼수가 없게 만들 드만--,전영미,2022-10-13T07:25:44Z,0
첫째에게 당신의 어깨의짐을 <br>아이에세 주지마 ㅡㅡ,에휴,2022-10-13T07:20:04Z,0
정말 진석이처럼 저렇게 똑똑하고 속깊은아이가 또있을까요 ㅠㅠ 엄마랑 아빠에게 사랑받고싶어하는 모습도 많이보이고 ㅠㅠ 많이 신경써주시고 잘돌봐주세요~ 큰인물될아이입니다 ~,왜왜왜,2022-10-13T03:54:32Z,9
2화보니 안심이되넹~,민나냐,2022-10-12T08:31:25Z,0
애기가 넘 똑똑하다,설레인,2022-10-11T16:55:00Z,0
아이가 정말 누구보다 어른스럽네요 큰그릇같아요 ~~~ 더욱 행복해진길바랍니다,jjounj 22,2022-10-11T15:43:50Z,0
저 집에서 제일 철든사람 : 진석이,두근두근,2022-10-11T14:02:24Z,1
어려운환경에서 애키우면서 어떻게든 노력하면서 어렵게 살아온건 잘 알겠는데 애들은뭔죄인지..? 거기다가 밑으로 또 자식은 더 줄줄히 낳고... 에효... 애들이 불쌍하다 진짜..ㅠㅠ 제발 여자들 아무리어려도 스스로 자기몸관리좀잘하자...상황이 안되면 애 좀 낳지말고!?!,S H,2022-10-11T01:12:44Z,0
행복하게잘살아라!,최승희,2022-10-10T15:48:42Z,0
애가어른이다ㅡ,최승희,2022-10-10T15:42:51Z,0
개세이들   이런방송은 폐지가 답이다 <br>놀림거리 조롱거리  만드나 더건전한 아이들이 배운다,긴또깡,2022-10-10T15:21:54Z,2
똑똑한 아들 잘 키우기를,영티비,2022-10-10T13:32:49Z,0
어떻게 저런 집구석에서 저런 보물같은 아이가 태어났을까...대단하다,ᄋᄂᄅᄉ,2022-10-10T08:23:34Z,6
진석이는 하늘이 내려준 천사네요~<br>엄마아빠...힘들어도 진석이와 아이들 봐서 조금씩 참고 지혜롭게 하루하루 생활하세요!!<br>진석이 넘 사랑스럽다. 지금 환경이 스트레스가 되지 않았음 합니다!!,하나,2022-10-10T07:45:02Z,67
진석이 기특해 미쳐…,긱기긱,2022-10-10T04:05:34Z,0
진석이는 떡잎이 다르네 엄청 영특하네,카시오페아,2022-10-10T03:43:02Z,5
연예인들 풍요로운 육아보다 이거보니 😂 다 살아가네요 그래도 가족이 씩씩하고 짜증보다 애들 순해서 좋네요 그래서 낳나본데..충분하니 그만 낳아요,jfjjfr,2022-10-10T02:15:22Z,0
어휴 그와중에 한남자 애도<br>아니고 도대체 무슨 생각으로 사는건지~~,보름달,2022-10-09T21:55:25Z,0
친아빠에 대한 마음이 크네. 진석이 착해라..,29 28,2022-10-09T14:17:55Z,0
진석이 착해… ㅠㅠㅠ,29 28,2022-10-09T14:13:58Z,0
엄빠것들보다 애가나으네,깨비박사,2022-10-09T09:34:38Z,0
진석이 포함 아기들이 너무 축복이네요. 지금 엄마아빠분들도 좋으신분들같아요. 힘든시기 슬기롭게 지냈으면합니다~~화이팅!!!,분홍쏘세지 텔레비젼,2022-10-09T07:28:33Z,0
저럴꺼면 왜 살까 애는 넷이나 낳았고 큰애둘째 아빠 다다르고 셋째 넷째만 똑같은데,헐,2022-10-09T04:13:22Z,0
남편이 강경준급이네 모든걸 포용하는 남자,J Lee,2022-10-09T00:19:53Z,0
악플은 자제 합시다..<br>정작 당사자분들은 우리가 모르는 아픔과 마음의병 또한 있을수 있자나요 <br>진석이는 볼때마다 어쩜 저렇게 듬직하고 똑부러지는지 맛난거 먹고 싶은거 잔뜩 사주고 싶네요,송병호,2022-10-08T22:32:39Z,0
아이고 세상에 ....... 진석이가  친아빠가 궁금하구나<br>안쓰럽다.<br>애어른이 다 됐구나<br>동생 그만 낳긴 해야겠네요 ㅋ,러키,2022-10-08T10:26:43Z,1
방송에서도 독박육아 라는 말을 쳐쓰고 남의 애까지 키워주는 아빠한테 쌤통이라네ㅋㅋㅋㅋㅋㅋㅋㅋ 에휴,YesIam,2022-10-07T19:30:15Z,1
엄마가 왜 그러지,지 하지,2022-10-07T15:26:04Z,1
마무리가 훈훈했서 보기정말좋음<br>    앞으로 싸울더라도 말로 욕도금물<br>진석이가 일찍철들었네,김민경,2022-10-06T21:51:43Z,0
아~이구<br>    얘도많이낳았네,김민경,2022-10-06T21:34:09Z,0
재연 드라마 볼 땐 진짜 노 답이다 이랬는데 이 집 너무 유쾌하고 좋아~~~ 와 애들 진짜 선물이네 특히 첫째 짱이당~~~~~,skfmfwldnsek tptkddptj,2022-10-06T09:40:00Z,0
엄마의 생활만 있는건 아니잖아요<br>말투를 고치고<br>가정주부 답게<br>진석이 맘을 풀어주면서 살아가길<br>진석의 맘에<br>응어리는 어쩔거니 ㅠㅠ,hyesuk park,2022-10-06T02:00:41Z,1
진석이 큰 인물이 될꺼 같다!,최행배,2022-10-05T17:03:59Z,0
진석이 잘크면 정말 총명하고 지혜로워서 한인물 하겠네요ㅎㅎㅎ,윤블리,2022-10-05T08:55:41Z,0
애 의향을 물어봐야지 좋지 그렇지 답정너인가. 친구같은 엄마가 아니라 친구보다 못한 엄마가 아닌가...스스로 물어보길.,abracadabra,2022-10-05T06:49:19Z,0
이 가정은  발전할 가능성이 높다<br>아빠가 일도 성실히하고 아내없을때 자녀양육에 청소까지 하고<br>아내도 애넷 기르면서 집밥 먹이고 집안청결 유지하고 <br>다른 고딩 엄빠네 보다는 아이들이 정상적으로 잘 자랄것같아 다행예요<br>맏이가 이 집안에 대들보네요<br>진석아 지금처럼만 잘 커주렴,풀다발,2022-10-05T03:29:41Z,0
진석이가더크면..삐뚤어질듯..<br>지금부터라도..잘해라..저어린나이에<br>얼마나상처받았을까..겉으론내색안하지만..,박연환,2022-10-04T13:07:08Z,0
에휴... 저렇게 작은 아기가 육아에 지쳐있다니... 부모가 케어할수 있는 정도로만 낳읍시다... 얼마나 힘들면 동생 그만낳으라고하겠음...ㅠㅠ,리리,2022-10-04T07:30:52Z,0
엄마가 어리지만 따뜻하고 좋은엄마네요,myong,2022-10-04T00:37:35Z,0
여자도 말이넘 거칠고 폭력을먼저쓰고 분 노조절장애치료가 시급한듯 남자도 지친자식아니라고 첫째에게 그리차별하고,짱이단비,2022-10-03T21:23:18Z,0
관상은 과학 끼리끼리 만남. 미성숙 자아 상태로 아이를 가져서 커온 성인이 정상적인 상태일 수가 있을까 ㅉㅉ 책임의 무게를 그대로 견뎌내라,한량,2022-10-03T15:51:13Z,2
진석아 멋진남자로 무럭무럭자라나렴!<br>응원한다👏👏👏,jw park,2022-10-03T15:13:47Z,0
머리나 단정하게 염색하자..<br>삐에로 일하는줄 알았다<br>애가 4명인데 애들 친구 부모들이 보면 손가릭질 한다.<br>너 때문에 아이들까지 이미지 않좋아진다고,buffalo8mm,2022-10-03T12:21:25Z,2
애기 입에서 동생 그만 낳으라고 말할정도면 심각,핑키,2022-10-03T06:10:00Z,2
어디 갔는지는  말을  해줄수  이잖아..,하힛홋,2022-10-03T03:32:09Z,0
엄마가 없었음 본인도 없었단얘기 너무 뭉클하고 찡하네요. 어쩜 말을저리이쁘게.,일본 시골댁의 소소한 일상,2022-10-03T01:42:36Z,1
눈치도업는두분큰애가저런소리해 엄마도애데리고남편을만나서면머리숙 이고살아야지사자가 작은짐성잡더시시작하네,양영숙,2022-11-12T11:19:44Z,1
근데 패널들 표정 무슨말하는지 안궁금한데 안보여주면 안되나요,헬스장,2022-10-02T05:04:30Z,1
남편이 괜찮은 사람같은데...,H칵테일슈가,2022-10-02T03:47:09Z,0
부모가  진석이한테 좀배워야겠어여.너무어른스럽고 이뿌게잘컷네여~~,꽁짱,2022-10-01T18:40:33Z,1
그럼 둘째 아빠는 누구야,애기들,2022-10-01T16:18:43Z,1
이 방송은 누구 머리에서 나온걸까요??<br>부모가 싸우는 좋은 환경도 아닌거 같은데 아이들 그냥 노출시키는게 얼마나 무책임 한줄도 모르나~아이가 중학교 갔을때 반 친구들이 이 방송보고 놀리기라도 하면  어떻게 할려고~,박현진,2022-10-01T15:34:13Z,0
통념 상 이해가 안되는 상황이기에 색안경을 끼고 보았는데 실상 저 가족들은 행복하고 서로를 아끼고 위하고 있음을 알게 되었음.. 못난 것은 내 마음이었구나 실감하였음 지금처럼 행복하시기 바라고 응원합니다,최태영,2022-10-01T12:33:44Z,0
"대견하다고 할 게 아니라 어디 복지 기관에서 개입했음 좋겠어요. 부모가 애들 온전히 책임지지 못하니 큰애가 동생들 뒤치다꺼리하는데 이게 정상이냐고요. 다둥이 가정이라고 무조건 욕먹으면 안되지만 부모로서 책임 못지고 아직 진로를 준비하는 장남, 장녀에게 육아 떠맡기는 건 정상이 아닙니다. 해외에서도 이런 케이스의 아이들이 잠도 못자고 공부도 놀이도 못해 힘들어하는 거 보여주면서 경각심 주는데...",Bradley's Bull M1,2022-10-01T08:22:22Z,0
응원합니다. 큰 아들 잘 키우시고 엄마 아빠가 아이들 앞에사 절대로 싸우지 마시고 존중하세요.,전세아,2022-10-01T02:09:40Z,0
요즘엔 관찰예능이 인기네요<br>정말 여기저기서 다 이런 포멧<br>하하는 mbc에서는 결혼지옥<br>mbn에서는 고딩엄빠 ㅋㅋ<br>프로 부부관찰러 되겠네요 ㅋㅋ,Dolce Latte,2022-10-01T01:45:46Z,0
엄마눈에 독기가 가득해 보이네..,s ky,2022-09-30T23:29:17Z,1
"전 남친...을 묻는 진석이...<br>진짜 개판 집이지...<br>문란한 엄마, 전남친... 책임도 안지는...",EnC,2022-09-30T21:28:55Z,1
"큰애....세상이 달리보이는 사춘기 되면 나쁘게 변할 수도 있어요. 지금이라도 큰애한데 엄마, 아빠의 좋은 모습만 보여주세요.<br><a href=""https://www.youtube.com/watch?v=43clY--V8Sk&amp;t=11m00s"">11:00</a> 근데...저거 보면....애가 이미 사춘기 다 지나서 어른된 애기 같다. 참 잘 컸다.",Wonseok,2022-09-30T08:46:39Z,0
두 분 첫째한테 잘하세요 애들 금방커요 특히 아빠분 진심으로 첫째한테 잘하셔야할듯요 원망안듣게...,행운,2022-09-30T06:29:30Z,0
10살 아가인데 너무 마음이 깊다..,멍멍,2022-09-29T17:02:30Z,0
같이 울었습니다. 화이팅입니다,안테나,2022-09-28T16:25:16Z,0
세상에~~진석이말너무감격!!<br>어린아이입에서어떻게저런말이...,인내~~,2022-09-28T13:28:35Z,0
진석이❤ 좋은 사람으로 성장하길 바랄게,ꕤ,2022-09-28T12:15:53Z,0
어머…. <br>10살 맞니….. 어머;; 대박<br>저집은 첫째가 다 살리네..,jm y,2022-09-28T08:22:35Z,0
"부모들 머리꼴에 여자관상, 남자몸매 등등 보면 정상이 아닌듯하다",리얼팩폭,2022-09-28T01:54:26Z,1
재혼인데도 저런상태면 차라리 혼자 아이를 케어하는게 더 나을수도,하큐,2022-09-27T21:32:34Z,0
아 진석이때매 눈물나네 어찌 이 아저씨보다 어른스러운지.. 잘커줘 진석아 파이팅,방유석,2022-09-27T01:04:15Z,7
엄마야철좀들어라 애들한데그소리가나와 애들말하는게완전군데씩이네ㆍ눈치만보고살니까얼굴에구르만끼여있네  방송할때얼굴좀가려서면조겠네,양영숙,2022-11-12T19:05:12Z,0
머리 염색 좀 어떻게 하면 안될까요...삐에로도 아니고...,ᴊɪɴ,2022-09-26T21:50:48Z,2
애가 너무 일찍 철이 든거같아서 보는내내 너무 안타깝다...,줄눈대장,2022-09-26T08:35:58Z,0
진석이 귀여워❤❤❤,andrew,2022-09-25T11:23:00Z,1
에휴,니나,2022-09-25T09:52:46Z,0
엄마아빠 언행부터바꾸세요  ㄴ문제,새마을,2022-09-25T08:14:21Z,0
애가 불쌍하다,이해서,2022-09-25T04:41:23Z,0
너무 일찍 철이 들었구나...,심마니,2022-09-24T16:18:57Z,1
"진석아 화이팅!!!!!<br>평생 응원할께!! d(ゝc_,・*)<br>그리고 진석이 부모님은 제발 아이들한테 상처 주지 마세요ㅠㅠ<br>다 크면 나중에 상처로 남아요..",댕댕,2022-09-24T15:27:53Z,0
아이들이 4명 다 너무 순하고 착하고 조용한 편인 거 같아요 .. 아이들이 다 착하네요 ..,슬기,2022-09-24T15:14:19Z,1
부모는 자식을 이해하고 배려하고 사랑주면서 별 탈 없이 건강하게 키워나가는거라고 생각합니다.<br>하지만 지금은 되려 진석군이 부모들을 이해하고 배려하는게 너무 안타깝네요.<br>그래도 지금처럼 노력하고 더 노력하시면 분명 서로 사랑을 주고 받으면서 행복할 날들이 올거에요! <br>응원하겠습니다! 진석아~ 꼭 행복하길 바랄게. 아니 그렇게 될거야~ 응원할게!,두석 박,2022-09-24T14:30:23Z,1
남편분 첫째한테 왜 자꾸 엄마 닮아서 말안듣냐고 그래요?진짜 어이없어서 ..어른답게 살자구요..본인이 알고 선택했으면..잘 지내시길..아이한테 상처주는건 아니죠,ccomzzi,2022-09-23T04:27:07Z,8
